iter,A,B,base_mid,pred_bg_mean,pred_bg_std,is_metal_prob,error_to_target,cif_path,text,charge_warning,low_confidence,failed,fail_reason
0,Sr,Sm,mp-753534,2.1814563274383545,0.26325101549531377,0.481039297580719,0.8185436725616455,results/inverse_design/target_3.00/cifs/iter00_cand00.cif,"Sm(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form HfO6 octahedra that share corners with six equivalent Sm(1)O6 octahedra and corners with eight equivalent Sr(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 45-47°. Both Sm(1)-O(1) bond lengths are 2.12 Å. There are two shorter (2.08 Å) and two longer (2.09 Å) Sm(1)-O(2) bond lengths. Sr(1) is bonded to two equivalent O(1) and two equivalent O(2) atoms to form distorted CoO4 tetrahedra that share corners with eight equivalent Sm(1)O6 octahedra and corners with two equivalent Sr(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 65-82°. There is one shorter (2.07 Å) and one longer (2.18 Å) Sr(1)-O(1) bond length. Both Sr(1)-O(2) bond lengths are 2.03 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Sm(1) and two equivalent Sr(1) atoms to form distorted corner-sharing OHf2Co2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Sm(1) and one Sr(1) atom.",True,False,False,
0,Tc,Tb,mp-1076800,-0.03672812320291996,0.09455687650048406,0.8179534375667572,3.03672812320292,results/inverse_design/target_3.00/cifs/iter00_cand01.cif,"Tc(1) is bonded to twelve equivalent O(1) atoms to form BaO12 cuboctahedra that share corners with twelve equivalent Tc(1)O12 cuboctahedra, faces with six equivalent Tc(1)O12 cuboctahedra, and faces with eight equivalent Tb(1)O6 octahedra. All Tc(1)-O(1) bond lengths are 2.83 Å. Tb(1) is bonded to six equivalent O(1) atoms to form CuO6 octahedra that share corners with six equivalent Tb(1)O6 octahedra and faces with eight equivalent Tc(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Tb(1)-O(1) bond lengths are 2.00 Å. O(1) is bonded to four equivalent Tc(1) and two equivalent Tb(1) atoms to form a mixture of distorted edge, face, and corner-sharing OBa4Cu2 octahedra. The corner-sharing octahedral tilt angles range from 0-60°.",True,False,False,
0,Er,Zr,mp-19269,3.913515329360962,0.24522345299392678,0.14301662821799255,0.9135153293609619,results/inverse_design/target_3.00/cifs/iter00_cand02.cif,"Zr(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.35 Å) and one longer (2.44 Å) Zr(1)-O(2) bond length. There are a spread of Zr(1)-O(1) bond distances ranging from 2.39-2.71 Å. Er(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles are 27°. Both Er(1)-O(2) bond lengths are 1.98 Å. There are two shorter (1.99 Å) and two longer (2.00 Å) Er(1)-O(1) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to three equivalent Zr(1) and two equivalent Er(1) atoms. In the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Zr(1) and two equivalent Er(1) atoms.",True,False,False,
0,In,Pr,mp-19201,1.7542821884155273,0.42356751894880534,0.1705858296045335,1.2457178115844727,results/inverse_design/target_3.00/cifs/iter00_cand03.cif,"In(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.32 Å) and one longer (2.41 Å) In(1)-O(1) bond length. There are a spread of In(1)-O(2) bond distances ranging from 2.34-2.63 Å. Pr(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing MnO6 octahedra. The corner-sharing octahedral tilt angles range from 25-26°. Both Pr(1)-O(1) bond lengths are 1.94 Å. All Pr(1)-O(2) bond lengths are 1.95 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent In(1) and two equivalent Pr(1) atoms. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent In(1) and two equivalent Pr(1) atoms.",False,False,False,
0,Hg,N,mp-19893,1.6454896688461305,0.5322045813965818,0.3199888420756906,1.3545103311538695,results/inverse_design/target_3.00/cifs/iter00_cand04.cif,"N(1) is bonded in a 9-coordinate geometry to three equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.60 Å) and two longer (2.77 Å) N(1)-O(2) bond lengths. There are a spread of N(1)-O(1) bond distances ranging from 2.65-2.70 Å. Hg(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Hg(1)-O(2) bond length is 1.29 Å. Both Hg(1)-O(1) bond lengths are 1.29 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom. In the second O site, O(2) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom.",True,True,False,
1,Ba,Cr,mp-862870,0.23687957637012005,0.28807337799469035,0.7768925368785858,2.76312042362988,results/inverse_design/target_3.00/cifs/iter01_cand00.cif,"The structure consists of one lithium atom inside a TcO3 framework. In the TcO3 framework, Cr(1) is bonded to six equivalent O(1) atoms to form corner-sharing TcO6 octahedra. The corner-sharing octahedra are not tilted. All Cr(1)-O(1) bond lengths are 1.93 Å. O(1) is bonded in a linear geometry to two equivalent Cr(1) atoms.",False,False,False,
1,Ce,Sc,mp-1189840,1.6904011726379395,0.7342977531738025,0.15648650367293157,1.3095988273620605,results/inverse_design/target_3.00/cifs/iter01_cand01.cif,"Sc(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.68 Å) and one longer (2.86 Å) Sc(1)-O(2) bond length. There are a spread of Sc(1)-O(1) bond distances ranging from 2.54-2.68 Å. Ce(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Ce(1)-O(2) bond length is 1.38 Å. Both Ce(1)-O(1) bond lengths are 1.37 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a distorted single-bond geometry to three equivalent Sc(1) and one Ce(1) atom. In the second O site, O(2) is bonded in a distorted single-bond geometry to two equivalent Sc(1) and one Ce(1) atom.",False,True,False,
1,La,Sb,mp-753534,2.033559226989746,0.4009400820982968,0.18810045918799007,0.966440773010254,results/inverse_design/target_3.00/cifs/iter01_cand02.cif,"Sb(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form HfO6 octahedra that share corners with six equivalent Sb(1)O6 octahedra and corners with eight equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 45-47°. Both Sb(1)-O(1) bond lengths are 2.12 Å. There are two shorter (2.08 Å) and two longer (2.09 Å) Sb(1)-O(2) bond lengths. La(1) is bonded to two equivalent O(1) and two equivalent O(2) atoms to form distorted CoO4 tetrahedra that share corners with eight equivalent Sb(1)O6 octahedra and corners with two equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 65-82°. There is one shorter (2.07 Å) and one longer (2.18 Å) La(1)-O(1) bond length. Both La(1)-O(2) bond lengths are 2.03 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Sb(1) and two equivalent La(1) atoms to form distorted corner-sharing OHf2Co2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Sb(1) and one La(1) atom.",False,False,False,
1,Cu,Ge,mp-13108,-0.01894299276173115,0.07348247988287385,0.796667605638504,3.018942992761731,results/inverse_design/target_3.00/cifs/iter01_cand03.cif,"Ge(1) is bonded to four equivalent O(2) and eight equivalent O(1) atoms to form SrO12 cuboctahedra that share corners with twelve equivalent Ge(1)O12 cuboctahedra, faces with six equivalent Ge(1)O12 cuboctahedra, and faces with eight equivalent Cu(1)O6 octahedra. All Ge(1)-O(2) bond lengths are 2.93 Å. There are four shorter (2.82 Å) and four longer (3.05 Å) Ge(1)-O(1) bond lengths. Cu(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form HfO6 octahedra that share corners with six equivalent Cu(1)O6 octahedra and faces with eight equivalent Ge(1)O12 cuboctahedra. The corner-sharing octahedral tilt angles range from 0-4°. There is one shorter (2.04 Å) and one longer (2.10 Å) Cu(1)-O(2) bond length. All Cu(1)-O(1) bond lengths are 2.07 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a distorted linear geometry to four equivalent Ge(1) and two equivalent Cu(1) atoms. In the second O site, O(2) is bonded in a distorted linear geometry to four equivalent Ge(1) and two equivalent Cu(1) atoms.",False,False,False,
1,Mg,Co,mp-19350,0.1454874474555254,0.18697572058583828,0.7971810340881348,2.854512552544475,results/inverse_design/target_3.00/cifs/iter01_cand04.cif,"Mg(1) is bonded in a 8-coordinate geometry to two equivalent O(1), three equivalent O(2), and three equivalent O(3) atoms. There is one shorter (2.46 Å) and one longer (2.58 Å) Mg(1)-O(1) bond length. There are a spread of Mg(1)-O(2) bond distances ranging from 2.43-2.73 Å. There are a spread of Mg(1)-O(3) bond distances ranging from 2.43-2.73 Å. There are two inequivalent Co sites. In the first Co site, Co(1) is bonded to two equivalent O(1) and four equivalent O(3) atoms to form corner-sharing VO6 octahedra. The corner-sharing octahedral tilt angles range from 23-24°. Both Co(1)-O(1) bond lengths are 1.97 Å. There are two shorter (1.99 Å) and two longer (2.05 Å) Co(1)-O(3) bond lengths. In the second Co site, Co(2) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing VO6 octahedra. The corner-sharing octahedral tilt angles range from 23-24°. Both Co(2)-O(1) bond lengths are 1.97 Å. There are two shorter (1.99 Å) and two longer (2.06 Å) Co(2)-O(2) bond lengths. There are three inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent Mg(1), one Co(1), and one Co(2) atom. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Mg(1) and two equivalent Co(2) atoms. In the third O site, O(3) is bonded in a 5-coordinate geometry to three equivalent Mg(1) and two equivalent Co(1) atoms.",True,False,False,
